Facility_Name,Facility_Type,ISCED020,ISCED1,ISCED2,ISCED3,Full_Addr,City,Prov_Terr,Postal_Code,CSDNAME,Longitude,Latitude
St Jude Catholic Elementary School,Catholic,1,1,0,0,345 Ogden St Thunder Bay Ontario P7C2N4,Thunder Bay,ON,P7C2N4,Thunder Bay,-89.2426,48.39419
St Margaret Catholic Elementary School,Catholic,1,1,0,0,89 Clayte St Thunder Bay Ontario P7A6S4,Thunder Bay,ON,P7A6S4,Thunder Bay,-89.2218,48.45501
St Martin Catholic Elementary School,Catholic,1,1,0,0,115 W Mary St Thunder Bay Ontario P7E2L8,Thunder Bay,ON,P7E2L8,Thunder Bay,-89.2778,48.36969
St Patrick High School,Catholic,0,0,1,1,621 South Selkirk St Thunder Bay Ontario P7E1T9,Thunder Bay,ON,P7E1T9,Thunder Bay,-89.2601,48.37506
St Paul Catholic Elementary School,Catholic,1,1,0,0,539 Grenville Ave Thunder Bay Ontario P7A2C3,Thunder Bay,ON,P7A2C3,Thunder Bay,-89.1883,48.47074
St Pius X Catholic Elementary School,Catholic,1,1,0,0,140 South Clarkson St Thunder Bay Ontario P7B4W8,Thunder Bay,ON,P7B4W8,Thunder Bay,-89.2538,48.4415
St Thomas Aquinas Catholic Elementary School,Catholic,1,1,0,0,2645 Donald St Thunder Bay Ontario P7E5X5,Thunder Bay,ON,P7E5X5,Thunder Bay,-89.2761,48.38307
St Vincent Catholic Elementary School,Catholic,1,1,0,0,150 West Redwood Ave Thunder Bay Ontario P7C1Z6,Thunder Bay,ON,P7C1Z6,Thunder Bay,-89.2846,48.39344
TB Catholic Alternative Education,Catholic,0,0,1,1,270 Windsor Street Thunder Bay Ontario P7B1V6,Thunder Bay,ON,P7B1V6,Thunder Bay,-89.2608,48.37514
All Saints Catholic School,Catholic,1,1,1,0,1435 Royal York Rd Etobicoke Ontario M9P3A7,Etobicoke,ON,M9P3A7,Toronto,-79.5279,43.68526
Annunciation Catholic School,Catholic,1,1,1,0,65 Avonwick Gate Toronto Ontario M3A2M8,Toronto,ON,M3A2M8,Toronto,-79.3214,43.75329
Bishop Allen Academy Catholic Secondary School,Catholic,0,0,1,1,721 Royal York Rd Toronto Ontario M8Y2T3,Toronto,ON,M8Y2T3,Toronto,-79.5054,43.634
Bishop Macdonell Catholic School,Catholic,1,1,1,0,20 Brunel Crt Toronto Ontario M5V3Y2,Toronto,ON,M5V3Y2,Toronto,-79.3945,43.63952
Bishop Marrocco/Thomas Merton Catholic Secondary School,Catholic,0,0,1,1,1515 Bloor St W Toronto Ontario M6P1A3,Toronto,ON,M6P1A3,Toronto,-79.4519,43.65644
Blessed Margherita of Citta Castello Catholic School,Catholic,1,1,1,0,108 Spenvalley Dr Toronto Ontario M3L1Z5,Toronto,ON,M3L1Z5,Toronto,-79.5077,43.74319
Blessed Pier Giorgio Frassati Catholic School,Catholic,1,1,1,0,8 Seasons Dr Scarborough Ontario M1X1X4,Scarborough,ON,M1X1X4,Toronto,-79.2333,43.82953
Blessed Sacrament Catholic School,Catholic,1,1,1,0,24 Bedford Park Ave Toronto Ontario M5M1H9,Toronto,ON,M5M1H9,Toronto,-79.4041,43.72718
Blessed Trinity Catholic School,Catholic,1,1,1,0,3205 Bayview Ave North York Ontario M2K1G3,North York,ON,M2K1G3,Toronto,-79.3925,43.78703
Brebeuf College School,Catholic,0,0,1,1,211 Steeles Ave E Toronto Ontario M2M3Y6,Toronto,ON,M2M3Y6,Toronto,-79.4029,43.80172
Canadian Martyrs Catholic School,Catholic,1,1,1,0,520 Plains Rd Toronto Ontario M4C2Z1,Toronto,ON,M4C2Z1,Toronto,-79.3194,43.69801
Cardinal Carter Academy for the Arts,Catholic,0,0,1,0,36 Greenfield Ave Toronto Ontario M2N3C8,Toronto,ON,M2N3C8,Toronto,-79.4096,43.76382
Cardinal Carter Academy for the Arts,Catholic,0,0,1,1,36 Greenfield Ave Toronto Ontario M2N3C8,Toronto,ON,M2N3C8,Toronto,-79.4097,43.76381
Cardinal Leger Catholic School,Catholic,1,1,1,0,600 Morrish Rd Toronto Ontario M1C4Y1,Toronto,ON,M1C4Y1,Toronto,-79.1747,43.79349
Chaminade College School,Catholic,0,0,1,1,490 Queen's Dr Toronto Ontario M6L1M8,Toronto,ON,M6L1M8,Toronto,-79.4958,43.70979
D'Arcy McGee Catholic School,Catholic,1,1,1,0,20 Bansley Ave Toronto Ontario M6E2A2,Toronto,ON,M6E2A2,Toronto,-79.4426,43.6923
Dante Alighieri Academy,Catholic,0,0,1,1,60 Playfair Ave Toronto Ontario M6B2P9,Toronto,ON,M6B2P9,Toronto,-79.458,43.71017
Epiphany of our Lord Catholic Academy,Catholic,1,1,1,0,3150 Pharmacy Ave Toronto Ontario M1W3J5,Toronto,ON,M1W3J5,Toronto,-79.3285,43.79901
Father Henry Carr Catholic Secondary School,Catholic,0,0,1,1,1760 Martin Grove Road Toronto Ontario M9V3S4,Toronto,ON,M9V3S4,Toronto,-79.5916,43.73616
Father John Redmond Catholic Secondary School,Catholic,0,0,1,1,28 Colonel Samuel Smith Park Dr Toronto Ontario M8V4B7,Toronto,ON,M8V4B7,Toronto,-79.5163,43.59459
Father Serra Catholic School,Catholic,1,1,1,0,111 Sun Row Dr Toronto Ontario M9P3J3,Toronto,ON,M9P3J3,Toronto,-79.5375,43.68565
Francis Libermann Catholic High School,Catholic,0,0,1,1,4640 Finch Ave E Toronto Ontario M1S4G2,Toronto,ON,M1S4G2,Toronto,-79.2742,43.80674
Holy Angels Catholic School,Catholic,1,1,1,0,65 Jutland Rd Toronto Ontario M8Z2G6,Toronto,ON,M8Z2G6,Toronto,-79.5174,43.62882
Holy Child Catholic Catholic School,Catholic,1,1,1,0,850 Humberwood Blvd Toronto Ontario M9W7A6,Toronto,ON,M9W7A6,Toronto,-79.6196,43.72963
Holy Cross Catholic School,Catholic,1,1,1,0,299 A Donlands Ave Toronto Ontario M4J3R7,Toronto,ON,M4J3R7,Toronto,-79.3411,43.68999
Holy Family Catholic School,Catholic,1,1,1,0,141 Close Ave Toronto Ontario M6K2V6,Toronto,ON,M6K2V6,Toronto,-79.435,43.63845
Holy Name Catholic School,Catholic,1,1,1,0,690 Carlaw Ave Toronto Ontario M4K3K9,Toronto,ON,M4K3K9,Toronto,-79.3469,43.67753
Holy Rosary Catholic School,Catholic,1,1,1,0,308 Tweedsmuir Ave Toronto Ontario M5P2Y1,Toronto,ON,M5P2Y1,Toronto,-79.4137,43.68492
Holy Spirit Catholic School,Catholic,1,1,1,0,3530 Sheppard Ave E Toronto Ontario M1T3K7,Toronto,ON,M1T3K7,Toronto,-79.3019,43.78026
Immaculate Conception Catholic School,Catholic,1,1,1,0,23 Comay Rd Toronto Ontario M6M2K9,Toronto,ON,M6M2K9,Toronto,-79.4786,43.69763
Immaculate Heart of Mary Catholic School,Catholic,1,1,1,0,101 Birchmount Rd Toronto Ontario M1N3J7,Toronto,ON,M1N3J7,Toronto,-79.2631,43.69503
James Cardinal McGuigan Catholic High School,Catholic,0,0,1,1,1440 Finch Ave W Toronto Ontario M3J3G3,Toronto,ON,M3J3G3,Toronto,-79.493,43.76319
James Culnan Catholic School,Catholic,1,1,1,0,605 Willard Ave Toronto Ontario M6S3S1,Toronto,ON,M6S3S1,Toronto,-79.4862,43.66109
Jean Vanier Catholic Secondary School,Catholic,0,0,1,1,959 Midland Ave Toronto Ontario M1K4G4,Toronto,ON,M1K4G4,Toronto,-79.2595,43.73783
Josyf Cardinal Slipyj Catholic School,Catholic,1,1,1,0,35 West Deane Park Dr Toronto Ontario M9B2R5,Toronto,ON,M9B2R5,Toronto,-79.5655,43.66009
Loretto Abbey Catholic Secondary School,Catholic,0,0,1,1,101 Mason Blvd Toronto Ontario M5M3E2,Toronto,ON,M5M3E2,Toronto,-79.4111,43.74088
Loretto College School,Catholic,0,0,1,1,151 Rosemount Ave Toronto Ontario M6H2N1,Toronto,ON,M6H2N1,Toronto,-79.4111,43.6648
Madonna Catholic Secondary School,Catholic,0,0,1,1,20 Dubray Ave Toronto Ontario M3K1V5,Toronto,ON,M3K1V5,Toronto,-79.4778,43.72903
Marshall McLuhan Catholic Secondary School,Catholic,0,0,1,1,1107 Avenue Rd Toronto Ontario M5N3B1,Toronto,ON,M5N3B1,Toronto,-79.4101,43.70771
Mary Ward Catholic Secondary School,Catholic,0,0,1,1,3200 Kennedy Rd Toronto Ontario M1V3S8,Toronto,ON,M1V3S8,Toronto,-79.3027,43.81339
Michael Power/St Joseph High School,Catholic,0,0,1,1,105 Eringate Dr Toronto Ontario M9C3Z7,Toronto,ON,M9C3Z7,Toronto,-79.5823,43.66014
Monsignor Percy Johnson Catholic High School,Catholic,0,0,1,1,2170 Kipling Ave Toronto Ontario M9W4K9,Toronto,ON,M9W4K9,Toronto,-79.5715,43.7217
Mother Cabrini Catholic School,Catholic,1,1,1,0,720 Renforth Dr Toronto Ontario M9C2N9,Toronto,ON,M9C2N9,Toronto,-79.5854,43.6641
Msgr Fraser College (Alternate Study) Secondary School,Catholic,0,0,1,1,700 Markham Street Toronto Ontario M6G2M3,Toronto,ON,M6G2M3,Toronto,-79.4135,43.66746
Msgr Fraser College (Isabella Campus),Catholic,0,0,1,1,146 Isabella St Toronto Ontario M4Y1P6,Toronto,ON,M4Y1P6,Toronto,-79.3768,43.669670000000004
Msgr Fraser College (Midland North),Catholic,0,0,1,1,2900 Midland Avenue Blvd Toronto Ontario M1S3K8,Toronto,ON,M1S3K8,Toronto,-79.3167,43.80881
Msgr Fraser College (Midtown Campus),Catholic,0,0,1,1,36 Eglinton Avenue West Toronto Ontario M4R1A1,Toronto,ON,M4R1A1,Toronto,-79.3988,43.70665
Msgr Fraser College (Norfinch Campus),Catholic,0,0,1,1,45 Norfinch Avenue Toronto Ontario M3N1W8,Toronto,ON,M3N1W8,Toronto,-79.5274,43.75748
Msgr Fraser College (Northeast),Catholic,0,0,1,1,100 Fundy Bay Boulevard Scarborough Ontario M1W3G1,Scarborough,ON,M1W3G1,Toronto,-79.3628,43.80728
Msgr Fraser College (Southwest),Catholic,0,0,1,1,319 Ossington Avenue Toronto Ontario M6J3A6,Toronto,ON,M6J3A6,Toronto,-79.4211,43.64601
Msgr Fraser Orientation Centre,Catholic,0,0,1,1,146 Isabella St Toronto Ontario M4Y1P6,Toronto,ON,M4Y1P6,Toronto,-79.4133,43.66705
Msgr Fraser-Midland,Catholic,0,0,1,1,2900 Midland Ave Toronto Ontario M1S3K8,Toronto,ON,M1S3K8,Toronto,-79.2854,43.80105
Msgr John Corrigan Catholic School,Catholic,1,1,1,0,100 Royalcrest Rd Toronto Ontario M9V5B4,Toronto,ON,M9V5B4,Toronto,-79.6052,43.75107
Nativity of Our Lord Catholic School,Catholic,1,1,1,0,35 Saffron Cres Toronto Ontario M9C3T8,Toronto,ON,M9C3T8,Toronto,-79.5758,43.65348
Neil McNeil High School,Catholic,0,0,1,1,127 Victoria Park Ave Toronto Ontario M4E3S2,Toronto,ON,M4E3S2,Toronto,-79.2831,43.67912
Notre Dame Catholic High School,Catholic,0,0,1,1,12 Malvern Ave Toronto Ontario M4E3E1,Toronto,ON,M4E3E1,Toronto,-79.2929,43.68088
Our Lady of Fatima Catholic School,Catholic,1,1,1,0,3176 St Clair Ave E Toronto Ontario M1L1V6,Toronto,ON,M1L1V6,Toronto,-79.2931,43.70951
Our Lady of Grace Catholic School,Catholic,1,1,1,0,121 Brimwood Blvd Toronto Ontario M1V1E5,Toronto,ON,M1V1E5,Toronto,-79.2733,43.81224
Our Lady of Guadalupe Catholic School,Catholic,1,1,1,0,3105 Don Mills Rd Toronto Ontario M2J3C2,Toronto,ON,M2J3C2,Toronto,-79.3539,43.78995
Our Lady of Lourdes Catholic School,Catholic,1,1,1,0,444 Sherbourne St Toronto Ontario M4X1K2,Toronto,ON,M4X1K2,Toronto,-79.3744,43.66623
Our Lady of Peace Catholic School,Catholic,1,1,1,0,70 Mattice Ave Toronto Ontario M9B1T6,Toronto,ON,M9B1T6,Toronto,-79.5409,43.64646
Our Lady of Perpetual Help Catholic School,Catholic,1,1,1,0,1 1/2 Garfield Ave Toronto Ontario M4T1E6,Toronto,ON,M4T1E6,Toronto,-79.3834,43.68697
Our Lady of Sorrows Catholic School,Catholic,1,1,1,0,32 Montgomery Rd Toronto Ontario M8X1Z4,Toronto,ON,M8X1Z4,Toronto,-79.5188,43.64895
Our Lady of Victory Catholic School,Catholic,1,1,1,0,70 Guestville Ave Toronto Ontario M6N4N3,Toronto,ON,M6N4N3,Toronto,-79.4893,43.68329
Our Lady of Wisdom Catholic School,Catholic,1,1,1,0,10 Japonica Rd Scarborough Ontario M1R4R7,Scarborough,ON,M1R4R7,Toronto,-79.3082,43.76164
Our Lady of the Assumption Catholic School,Catholic,1,1,1,0,125 Glenmount Ave Toronto Ontario M6B3C2,Toronto,ON,M6B3C2,Toronto,-79.4315,43.71656
Pope Francis Catholic School,Catholic,1,1,1,0,319 Ossington Ave Toronto Ontario M6J3A6,Toronto,ON,M6J3A6,Toronto,-79.421,43.65156
Precious Blood Catholic School,Catholic,1,1,1,0,1035 Pharmacy Ave Toronto Ontario M1R2G8,Toronto,ON,M1R2G8,Toronto,-79.3029,43.7394
Prince of Peace Catholic School,Catholic,1,1,1,0,255 Alton Towers Cir Toronto Ontario M1V4E7,Toronto,ON,M1V4E7,Toronto,-79.2788,43.82541
Regina Mundi Catholic School,Catholic,1,1,1,0,70 Playfair Ave Toronto Ontario M6B2P9,Toronto,ON,M6B2P9,Toronto,-79.4593,43.71006
Sacred Heart Catholic School,Catholic,1,1,1,0,75 Hupfield Trail Toronto Ontario M1B4S3,Toronto,ON,M1B4S3,Toronto,-79.2207,43.81222
Santa Maria Catholic School,Catholic,1,1,1,0,25 Avon Ave Toronto Ontario M6N4X8,Toronto,ON,M6N4X8,Toronto,-79.4778,43.68132
Senator O'Connor College School,Catholic,0,0,1,1,60 Rowena Drive Toronto Ontario M3A3R2,Toronto,ON,M3A3R2,Toronto,-79.3167,43.75073
St Agatha Catholic School,Catholic,1,1,1,0,49 Cathedral Bluffs Dr Toronto Ontario M1M2T6,Toronto,ON,M1M2T6,Toronto,-79.2299,43.72359
St Agnes Catholic School,Catholic,1,1,1,0,280 Otonabee Ave North York Ontario M2M2T2,North York,ON,M2M2T2,Toronto,-79.4026,43.79853
St Aidan Catholic School,Catholic,1,1,1,0,3521 Finch Ave E Toronto Ontario M1W2S2,Toronto,ON,M1W2S2,Toronto,-79.3093,43.79751
St Albert Catholic School,Catholic,1,1,1,0,1125 Midland Ave Toronto Ontario M1K4H2,Toronto,ON,M1K4H2,Toronto,-79.2613,43.74377
St Alphonsus Catholic School,Catholic,1,1,1,0,60 Atlas Ave Toronto Ontario M6C3N9,Toronto,ON,M6C3N9,Toronto,-79.4317,43.68313
St Ambrose Catholic School,Catholic,1,1,1,0,20 Coules Crt Toronto Ontario M8W2N9,Toronto,ON,M8W2N9,Toronto,-79.4321,43.6477
St Andre Catholic School,Catholic,1,1,1,0,36 Yvonne Ave Toronto Ontario M3L1C9,Toronto,ON,M3L1C9,Toronto,-79.5175,43.72357
St Andrew Catholic School,Catholic,1,1,1,0,2533 Kipling Ave Toronto Ontario M9V3A8,Toronto,ON,M9V3A8,Toronto,-79.5821,43.74488
St Angela Catholic School,Catholic,1,1,1,0,220 Mount Olive Dr Toronto Ontario M9V3Z5,Toronto,ON,M9V3Z5,Toronto,-79.5974,43.75426
St Anselm Catholic School,Catholic,1,1,1,0,182 Bessorough Dr Toronto Ontario M4G3J9,Toronto,ON,M4G3J9,Toronto,-79.3716,43.70535
St Anthony Catholic School,Catholic,1,1,1,0,130 Shanly Street Toronto Ontario M6H1L9,Toronto,ON,M6H1L9,Toronto,-79.4348,43.66342
St Antoine Daniel Catholic School,Catholic,1,1,1,0,160 Finch Ave W Toronto Ontario M2N2J2,Toronto,ON,M2N2J2,Toronto,-79.4296,43.77712
St Augustine Catholic School,Catholic,1,1,1,0,98 Shoreham Dr Toronto Ontario M3N1S9,Toronto,ON,M3N1S9,Toronto,-79.5248,43.76808
St Barbara Catholic School,Catholic,1,1,1,0,25 Janray Dr Toronto Ontario M1G1Y2,Toronto,ON,M1G1Y2,Toronto,-79.2188,43.76244
St Barnabas Catholic School,Catholic,1,1,1,0,30 Washburn Way Toronto Ontario M1B1H3,Toronto,ON,M1B1H3,Toronto,-79.2284,43.79734
St Bartholomew Catholic School,Catholic,1,1,1,0,51 Heather Rd Toronto Ontario M1S2E2,Toronto,ON,M1S2E2,Toronto,-79.2715,43.78982
St Basil-the-Great College School,Catholic,0,0,1,1,20 Starview Lane Toronto Ontario M9M3B2,Toronto,ON,M9M3B2,Toronto,-79.5329,43.72736
St Bede Catholic School,Catholic,1,1,1,0,521 Sewells Rd Toronto Ontario M1B5H3,Toronto,ON,M1B5H3,Toronto,-79.2068,43.81809
St Benedict Catholic School,Catholic,1,1,1,0,2202 Kipling Ave Toronto Ontario M9W4K9,Toronto,ON,M9W4K9,Toronto,-79.5728,43.72316
St Bernard Catholic School,Catholic,1,1,1,0,12 Duckworth St Toronto Ontario M6M4W4,Toronto,ON,M6M4W4,Toronto,-79.5,43.7027
St Bonaventure Catholic School,Catholic,1,1,1,0,1340 Leslie St Toronto Ontario M3C2K9,Toronto,ON,M3C2K9,Toronto,-79.3558,43.73307
St Boniface Catholic School,Catholic,1,1,1,0,20 Markanna Dr Scarborough Ontario M1M2J1,Scarborough,ON,M1M2J1,Toronto,-79.2197,43.74057
St Brendan Catholic School,Catholic,1,1,1,0,186 Centennial Rd Scarborough Ontario M1C1Z9,Scarborough,ON,M1C1Z9,Toronto,-79.149,43.78273
St Brigid Catholic School,Catholic,1,1,1,0,50 Woodmount Ave Toronto Ontario M4C3X9,Toronto,ON,M4C3X9,Toronto,-79.3162,43.68716
St Bruno/St. Raymond Catholic School,Catholic,1,1,1,0,402 Melita Cres Toronto Ontario M6G3X6,Toronto,ON,M6G3X6,Toronto,-79.4273,43.67333
St Catherine Catholic School,Catholic,1,1,1,0,30 Roanoke Rd Toronto Ontario M3A1E9,Toronto,ON,M3A1E9,Toronto,-79.3245,43.7423
St Cecilia Catholic School,Catholic,1,1,1,0,355 Annette St Toronto Ontario M6P1R3,Toronto,ON,M6P1R3,Toronto,-79.4745,43.66056
St Charles Catholic School,Catholic,1,1,1,0,50 Claver Ave Toronto Ontario M6B2W1,Toronto,ON,M6B2W1,Toronto,-79.4512,43.7133
St Charles Garnier Catholic School,Catholic,1,1,1,0,20 Stong Crt Toronto Ontario M3N2X9,Toronto,ON,M3N2X9,Toronto,-79.5178,43.76234
St Clare Catholic School,Catholic,1,1,1,0,124 Northcliffe Blvd Toronto Ontario M6E3K4,Toronto,ON,M6E3K4,Toronto,-79.4414,43.67929
St Clement Catholic School,Catholic,1,1,1,0,4319 Bloor St Etobicoke Ontario M9C2A2,Etobicoke,ON,M9C2A2,Toronto,-79.5739,43.63258
St Columba Catholic School,Catholic,1,1,1,0,10 John Tabor Trail Toronto Ontario M1B1M9,Toronto,ON,M1B1M9,Toronto,-79.2113,43.8062
St Conrad Catholic School,Catholic,1,1,1,0,5 Exbury Road North York Ontario M3M0A8,North York,ON,M3M0A8,Toronto,-79.4927,43.73023
St Cyril Catholic School,Catholic,1,1,1,0,18 Kempford Blvd Toronto Ontario M2N2B9,Toronto,ON,M2N2B9,Toronto,-79.4165,43.77667
St Demetrius Catholic School,Catholic,1,1,1,0,125 La Rose Ave Toronto Ontario M9P1A6,Toronto,ON,M9P1A6,Toronto,-79.5216,43.68471
St Denis Catholic School,Catholic,1,1,1,0,67 Balsam Ave Toronto Ontario M4E3B8,Toronto,ON,M4E3B8,Toronto,-79.2899,43.67299
St Dominic Savio Catholic School,Catholic,1,1,1,0,50 Tideswell Blvd Toronto Ontario M1B5X3,Toronto,ON,M1B5X3,Toronto,-79.1555,43.79831
St Dorothy Catholic School,Catholic,1,1,1,0,155 John Garland Blvd Toronto Ontario M9V1N7,Toronto,ON,M9V1N7,Toronto,-79.5913,43.73174
St Dunstan Catholic School,Catholic,1,1,1,0,14 Pharmacy Ave Toronto Ontario M1L3E4,Toronto,ON,M1L3E4,Toronto,-79.2842,43.6933
St Edmund Campion Catholic School,Catholic,1,1,1,0,30 Highcastle Rd Toronto Ontario M1E4N1,Toronto,ON,M1E4N1,Toronto,-79.2156,43.78806
St Edward Catholic School,Catholic,1,1,1,0,1 Botham Rd Toronto Ontario M2N2J6,Toronto,ON,M2N2J6,Toronto,-79.4133,43.75377
St Elizabeth Catholic School,Catholic,1,1,1,0,5 Redcar Ave Etobicoke Ontario M9B1J8,Etobicoke,ON,M9B1J8,Toronto,-79.5575,43.63506
St Elizabeth Seton Catholic School,Catholic,1,1,1,0,25 Havenview Rd Toronto Ontario M1S3A4,Toronto,ON,M1S3A4,Toronto,-79.2467,43.78897
St Eugene Catholic School,Catholic,1,1,1,0,30 Westroyal Rd Toronto Ontario M9P2C3,Toronto,ON,M9P2C3,Toronto,-79.5369,43.69236
St Fidelis Catholic School,Catholic,1,1,1,0,9 Bannerman St Toronto Ontario M6L2S5,Toronto,ON,M6L2S5,Toronto,-79.4852,43.71721
St Florence Catholic School,Catholic,1,1,1,0,101 Murison Blvd Toronto Ontario M1B2L6,Toronto,ON,M1B2L6,Toronto,-79.2073,43.79868
St Francis Xavier Catholic School,Catholic,1,1,1,0,53 Gracefield Ave Toronto Ontario M6L1L3,Toronto,ON,M6L1L3,Toronto,-79.4832,43.71098
St Francis de Sales Catholic School,Catholic,1,1,1,0,333 Firgrove Cres Toronto Ontario M3N1K9,Toronto,ON,M3N1K9,Toronto,-79.5189,43.75414
St Francis of Assisi Catholic School,Catholic,1,1,1,0,80 Clinton St Toronto Ontario M6G2Y3,Toronto,ON,M6G2Y3,Toronto,-79.4146,43.65633
St Gabriel Catholic Catholic School,Catholic,1,1,1,0,396 Spring Garden Ave Toronto Ontario M2N3H5,Toronto,ON,M2N3H5,Toronto,-79.3907,43.76878
St Gabriel Lalemant Catholic School,Catholic,1,1,1,0,160 Crow Trail Toronto Ontario M1B1Y3,Toronto,ON,M1B1Y3,Toronto,-79.2262,43.81284
St Gerald Catholic School,Catholic,1,1,1,0,200 Old Sheppard Ave Toronto Ontario M2J3L9,Toronto,ON,M2J3L9,Toronto,-79.3263,43.78044
St Gregory Catholic School,Catholic,1,1,1,0,126 Rathburn Rd Toronto Ontario M9B2K6,Toronto,ON,M9B2K6,Toronto,-79.5442,43.65989
St Helen Catholic School,Catholic,1,1,1,0,1196 College St Toronto Ontario M6H1B8,Toronto,ON,M6H1B8,Toronto,-79.4358,43.65199
St Henry Catholic Catholic School,Catholic,1,1,1,0,100 Bamburgh Circle Toronto Ontario M1W3R3,Toronto,ON,M1W3R3,Toronto,-79.3278,43.81373
St Ignatius of Loyola Catholic School,Catholic,1,1,1,0,2350 McCowan Rd Toronto Ontario M1S4B4,Toronto,ON,M1S4B4,Toronto,-79.2649,43.80342
St Isaac Jogues Catholic School,Catholic,1,1,1,0,1330 York Mills Rd Toronto Ontario M3A1Z8,Toronto,ON,M3A1Z8,Toronto,-79.3218,43.76245
St James Catholic School,Catholic,1,1,1,0,230 Humbercrest Blvd Toronto Ontario M6S4L3,Toronto,ON,M6S4L3,Toronto,-79.4952,43.66471
St Jane Frances Catholic School,Catholic,1,1,1,0,2745 Jane St North York Ontario M3L2E8,North York,ON,M3L2E8,Toronto,-79.5132,43.74202
St Jean de Brebeuf Catholic School,Catholic,1,1,1,0,101 Dean Park Rd Toronto Ontario M1B2X2,Toronto,ON,M1B2X2,Toronto,-79.1739,43.80232
St Jerome Catholic School,Catholic,1,1,1,0,111 Sharpecroft Blvd Toronto Ontario M3J1P5,Toronto,ON,M3J1P5,Toronto,-79.4889,43.74869
St Joachim Catholic School,Catholic,1,1,1,0,3395 St Clair Ave E Toronto Ontario M1L1W3,Toronto,ON,M1L1W3,Toronto,-79.2755,43.71318
St John Bosco Catholic School,Catholic,1,1,1,0,75 Holmesdale Rd Toronto Ontario M6E1Y2,Toronto,ON,M6E1Y2,Toronto,-79.4505,43.68866
St John Catholic School,Catholic,1,1,1,0,780 Kingston Rd Toronto Ontario M4E1R7,Toronto,ON,M4E1R7,Toronto,-79.2944,43.68032
St John Henry Newman Catholic High School,Catholic,0,0,1,1,100 BRIMLEY RD SCARBOROUGH Ontario M1M3X4,SCARBOROUGH,ON,M1M3X4,Toronto,-79.2392,43.715
St John Paul II Catholic Secondary School,Catholic,0,0,1,1,685 Military Trail Toronto Ontario M1E4P6,Toronto,ON,M1E4P6,Toronto,-79.199,43.79031
St John Vianney Catholic School,Catholic,1,1,1,0,105 Thistledown Blvd Toronto Ontario M9V1J5,Toronto,ON,M9V1J5,Toronto,-79.5539,43.73836
St John XXIII Catholic School,Catholic,1,1,1,0,175 Grenoble Dr Toronto Ontario M3C3E7,Toronto,ON,M3C3E7,Toronto,-79.329,43.71239
St John the Evangelist Catholic School,Catholic,1,1,1,0,23 George Street Weston Ontario M9N2B4,Weston,ON,M9N2B4,Toronto,-79.5223,43.70362
St Josaphat Catholic School,Catholic,1,1,1,0,110 Tenth Street Toronto Ontario M8V3G1,Toronto,ON,M8V3G1,Toronto,-79.544,43.59001
St Joseph Catholic School,Catholic,1,1,1,0,176 Leslie St Toronto Ontario M4M3C7,Toronto,ON,M4M3C7,Toronto,-79.3315,43.66596
St Joseph Morrow Park Catholic Secondary School,Catholic,0,0,1,1,3379 Bayview Ave Toronto Ontario M2M3S4,Toronto,ON,M2M3S4,Toronto,-79.3946,43.79666
St Joseph's College School,Catholic,0,0,1,1,74 Wellesley St W Toronto Ontario M5S1C4,Toronto,ON,M5S1C4,Toronto,-79.3886,43.66418
St Jude Catholic School,Catholic,1,1,1,0,3251 Weston Rd Toronto Ontario M9M2T9,Toronto,ON,M9M2T9,Toronto,-79.5394,43.74035
St Kateri Tekakwitha Catholic School,Catholic,1,1,1,0,70 Margaret Ave Toronto Ontario M2J4C5,Toronto,ON,M2J4C5,Toronto,-79.3374,43.78584
St Kevin Catholic School,Catholic,1,1,1,0,15 Murray Glen Dr Scarborough Ontario M1R3J6,Scarborough,ON,M1R3J6,Toronto,-79.3064,43.75109
St Lawrence Catholic School,Catholic,1,1,1,0,2216 Lawrence Ave E Toronto Ontario M1P2P9,Toronto,ON,M1P2P9,Toronto,-79.2799,43.74908
St Leo Catholic School,Catholic,1,1,1,0,165 Stanley Ave Toronto Ontario M8V1P1,Toronto,ON,M8V1P1,Toronto,-79.4965,43.6145
St Louis Catholic School,Catholic,1,1,1,0,11 Morgan Ave Toronto Ontario M8Y2Z7,Toronto,ON,M8Y2Z7,Toronto,-79.5008,43.62589
St Luigi Catholic School,Catholic,1,1,1,0,2 Ruskin Ave Toronto Ontario M6P3P8,Toronto,ON,M6P3P8,Toronto,-79.4526,43.66264
St Malachy Catholic School,Catholic,1,1,1,0,80 Bennett Rd Toronto Ontario M1E3Y3,Toronto,ON,M1E3Y3,Toronto,-79.1658,43.77131
St Marcellus Catholic School,Catholic,1,1,1,0,15 Denfield St Toronto Ontario M9R3H2,Toronto,ON,M9R3H2,Toronto,-79.5541,43.6797
St Margaret Catholic School,Catholic,1,1,1,0,85 Carmichael Ave Toronto Ontario M5M2X1,Toronto,ON,M5M2X1,Toronto,-79.4267,43.73611
St Marguerite Bourgeoys Catholic Catholic School,Catholic,1,1,1,0,75 Alexmuir Blvd Toronto Ontario M1V1H6,Toronto,ON,M1V1H6,Toronto,-79.2855,43.80808
St Maria Goretti Catholic School,Catholic,1,1,1,0,21 Kenmark Blvd Toronto Ontario M1K3N8,Toronto,ON,M1K3N8,Toronto,-79.2657,43.73017
